date	price	market_cap	total_volume	price_change_pct	market_cap_b	volume_b	year	month	month_name	quarter	day_of_week	ma_7	ma_30	ma_90	volatility_30d
5/27/2018	6.291377222	754965266.6	72062456.94	6.82556929	0.754965267	0.072062457	2018	5	May	2	Sunday	5.647837268	4.978322742	4.927652106	3.598690975
5/28/2018	6.382383872	765886064.7	35238387.4	1.446529868	0.765886065	0.035238387	2018	5	May	2	Monday	5.786453398	5.065582302	4.942391838	3.550883034
5/29/2018	6.372257068	764670848.2	86405671.07	-0.158668049	0.764670848	0.086405671	2018	5	May	2	Tuesday	5.912743439	5.143506385	4.959375253	3.420866593
5/30/2018	6.382947377	765953685.3	96051652.55	0.167763304	0.765953685	0.096051653	2018	5	May	2	Wednesday	6.026396806	5.218662921	4.975041781	3.427576409
5/31/2018	6.521005416	782520649.9	38815007.12	2.162919892	0.78252065	0.038815007	2018	5	May	2	Thursday	6.180237696	5.301890262	4.991813247	3.342863397
6/1/2018	6.239858625	748783035	31836435.47	-4.31140251	0.748783035	0.031836435	2018	6	Jun	2	Friday	6.297031747	5.373008134	5.006813412	3.515587445
6/2/2018	6.156360355	738763242.6	35063076.07	-1.338143617	0.738763243	0.035063076	2018	6	Jun	2	Saturday	6.335169991	5.433854639	5.02370318	3.467386548
6/3/2018	5.740510579	688861269.5	93172142.78	-6.754799129	0.68886127	0.093172143	2018	6	Jun	2	Sunday	6.256474756	5.47580784	5.034251868	3.732235725
6/4/2018	5.814211538	697705384.5	65153620.57	1.283874619	0.697705385	0.065153621	2018	6	Jun	2	Monday	6.17530728	5.520270644	5.04432888	3.728669895
6/5/2018	5.947454491	713694538.9	61428630.7	2.291677084	0.713694539	0.061428631	2018	6	Jun	2	Tuesday	6.114621197	5.573390109	5.056214197	3.667186041
6/6/2018	5.814694073	697763288.7	29868049.44	-2.232222517	0.697763289	0.029868049	2018	6	Jun	2	Wednesday	6.033442154	5.618386257	5.062590347	3.706152522
6/7/2018	6.172363619	740683634.2	79954369.47	6.151132655	0.740683634	0.079954369	2018	6	Jun	2	Thursday	5.983636183	5.673363735	5.075496579	3.825851597
6/8/2018	5.857759235	702931108.2	94305203.05	-5.096983961	0.702931108	0.094305203	2018	6	Jun	2	Friday	5.929050556	5.712794253	5.088312468	3.963620964
6/9/2018	5.506282135	660753856.2	85489856.5	-6.000197107	0.660753856	0.085489857	2018	6	Jun	2	Saturday	5.836182238	5.736947658	5.098756607	4.143279031
6/10/2018	5.53751931	664502317.2	69856846.1	0.567300668	0.664502317	0.069856846	2018	6	Jun	2	Sunday	5.807183486	5.755777308	5.109747063	4.092092325
6/11/2018	5.755124669	690614960.3	26957081.76	3.929654182	0.69061496	0.026957082	2018	6	Jun	2	Monday	5.798742505	5.785831556	5.122769161	4.103927779
6/12/2018	6.135484487	736258138.5	32018131.27	6.609063046	0.736258138	0.032018131	2018	6	Jun	2	Tuesday	5.825603933	5.820296693	5.140613846	4.168704646
6/13/2018	6.003579215	720429505.8	25875723.08	-2.149875412	0.720429506	0.025875723	2018	6	Jun	2	Wednesday	5.852587524	5.849506731	5.156388317	4.201040047
6/14/2018	6.247028822	749643458.7	45651417.01	4.05507446	0.749643459	0.045651417	2018	6	Jun	2	Thursday	5.863253982	5.872573937	5.177458812	3.996950956
6/15/2018	6.216139814	745936777.6	34521488.65	-0.494459197	0.745936778	0.034521489	2018	6	Jun	2	Friday	5.914451207	5.900167979	5.195422713	3.947825775
6/16/2018	6.15218869	738262642.8	45185929.7	-1.028791593	0.738262643	0.04518593	2018	6	Jun	2	Saturday	6.006723572	5.913275612	5.212954132	3.770872756
6/17/2018	6.351547115	762185653.8	58083856.73	3.240447186	0.762185654	0.058083857	2018	6	Jun	2	Sunday	6.123013259	5.932069003	5.230493366	3.809171195
6/18/2018	6.496837484	779620498.1	111608859.9	2.287479993	0.779620498	0.11160886	2018	6	Jun	2	Monday	6.228972232	5.961220386	5.249032542	3.774013236
6/19/2018	6.07853606	729424327.2	75309507.43	-6.438539138	0.729424327	0.075309507	2018	6	Jun	2	Tuesday	6.220836743	5.980564498	5.262054874	3.955380181
6/20/2018	6.425723636	771086836.4	100393080.5	5.711697232	0.771086836	0.10039308	2018	6	Jun	2	Wednesday	6.281143089	6.01435292	5.277801284	4.051969836
6/21/2018	6.766447238	811973668.6	93573615.74	5.302493867	0.811973669	0.093573616	2018	6	Jun	2	Thursday	6.35534572	6.056960269	5.296453643	4.138460267
6/22/2018	6.575800023	789096002.8	34325972.56	-2.817537887	0.789096003	0.034325973	2018	6	Jun	2	Friday	6.40672575	6.089907809	5.311644828	4.184868592
6/23/2018	6.656874697	798824963.7	94509339.94	1.23292487	0.798824964	0.09450934	2018	6	Jun	2	Saturday	6.478823751	6.130332993	5.324713388	4.142182437
6/24/2018	6.765336362	811840363.4	51155576.02	1.629318105	0.811840363	0.051155576	2018	6	Jun	2	Sunday	6.5379365	6.175100862	5.338644609	4.139226983
6/25/2018	6.811540761	817384891.3	87209198.51	0.682957899	0.817384891	0.087209199	2018	6	Jun	2	Monday	6.582894111	6.205839133	5.351470037	3.868886297
6/26/2018	6.63901827	796682192.4	56497065.7	-2.532796867	0.796682192	0.056497066	2018	6	Jun	2	Tuesday	6.662962998	6.217427168	5.362746045	3.720593192
6/27/2018	6.43940073	772728087.5	115693368.2	-3.006732809	0.772728088	0.115693368	2018	6	Jun	2	Wednesday	6.664916869	6.21932773	5.368249691	3.759699439
6/28/2018	6.409157205	769098864.6	47396623.18	-0.469663648	0.769098865	0.047396623	2018	6	Jun	2	Thursday	6.613875436	6.220557734	5.375327648	3.760860558
6/29/2018	6.692110844	803053301.3	50990396.56	4.414833805	0.803053301	0.050990397	2018	6	Jun	2	Friday	6.630491267	6.230863183	5.38091773	3.843013228
6/30/2018	6.813755873	817650704.8	115845300.2	1.817737812	0.817650705	0.1158453	2018	6	Jun	2	Saturday	6.652902864	6.240621532	5.38812873	3.837537311
7/1/2018	6.688345798	802601495.7	26451601.2	-1.84054254	0.802601496	0.026451601	2018	7	Jul	3	Sunday	6.641904212	6.255571104	5.39790685	3.762764156
7/2/2018	6.872029621	824643554.5	93681716.64	2.746326651	0.824643555	0.093681717	2018	7	Jul	3	Monday	6.650545477	6.279426747	5.409545954	3.775312702
7/3/2018	6.108735817	733048298	85795362.09	-11.10725428	0.733048298	0.085795362	2018	7	Jul	3	Tuesday	6.574790841	6.291700921	5.414591119	4.128318552
7/4/2018	6.37159227	764591072.4	99676243.38	4.3029599	0.764591072	0.099676243	2018	7	Jul	3	Wednesday	6.565103918	6.310280279	5.420561607	4.189691416
7/5/2018	5.920473459	710456815.1	104389350.4	-7.080158163	0.710456815	0.10438935	2018	7	Jul	3	Thursday	6.495291955	6.309380911	5.423339744	4.387863366
7/6/2018	5.812732514	697527901.6	102586984.2	-1.81980287	0.697527902	0.102586984	2018	7	Jul	3	Friday	6.369666479	6.309315526	5.426182685	4.381011557
7/7/2018	5.536553257	664386390.8	25135870.45	-4.751281025	0.664386391	0.02513587	2018	7	Jul	3	Saturday	6.187208962	6.288121847	5.430588637	4.312829572
7/8/2018	5.236582125	628389855	80823954.79	-5.418012217	0.628389855	0.080823955	2018	7	Jul	3	Sunday	5.979814152	6.267415943	5.432820457	4.325598208
7/9/2018	5.463895148	655667417.8	70521746.37	4.340866196	0.655667418	0.070521746	2018	7	Jul	3	Monday	5.778652084	6.266003044	5.442870895	4.265732959
7/10/2018	5.341407526	640968903.1	69020208.43	-2.241763781	0.640968903	0.069020208	2018	7	Jul	3	Tuesday	5.669033757	6.259465984	5.454785863	4.285087422
7/11/2018	5.394392021	647327042.5	29389936.68	0.991957555	0.647327043	0.029389937	2018	7	Jul	3	Wednesday	5.529433721	6.247441563	5.465943928	4.22462574
7/12/2018	5.362705477	643524657.2	69515116.52	-0.587397879	0.643524657	0.069515117	2018	7	Jul	3	Thursday	5.449752581	6.221682262	5.475315761	4.028679196
7/13/2018	5.443980413	653277649.6	96618398.81	1.515558457	0.65327765	0.096618399	2018	7	Jul	3	Friday	5.397073709	6.203028969	5.484854638	4.028344596
7/14/2018	5.438580491	652629659	90988470.82	-0.09919069	0.652629659	0.090988471	2018	7	Jul	3	Saturday	5.3830776	6.176080691	5.496387951	3.945976782
7/15/2018	5.145421737	617450608.5	51060497.5	-5.390354237	0.617450608	0.051060498	2018	7	Jul	3	Sunday	5.370054688	6.140390089	5.504878602	4.050563287
7/16/2018	5.33261051	639913261.2	22264986.38	3.637967533	0.639913261	0.022264986	2018	7	Jul	3	Monday	5.351299739	6.113070816	5.515577848	4.120434375
7/17/2018	5.206704895	624804587.4	45907653.77	-2.361050265	0.624804587	0.045907654	2018	7	Jul	3	Tuesday	5.332056506	6.074909409	5.527192931	4.076862435
7/18/2018	4.872045632	584645475.8	75516807.11	-6.427467464	0.584645476	0.075516807	2018	7	Jul	3	Wednesday	5.257435594	6.02074968	5.532347746	4.174937386
7/19/2018	4.769265914	572311909.6	65346512.13	-2.109580373	0.57231191	0.065346512	2018	7	Jul	3	Thursday	5.172658513	5.977107342	5.534739878	4.048691783
7/20/2018	5.04298791	605158549.2	51511845.3	5.739289893	0.605158549	0.051511845	2018	7	Jul	3	Friday	5.11537387	5.931016151	5.540746524	4.050207169
7/21/2018	5.195309187	623437102.4	22825394.04	3.020456907	0.623437102	0.022825394	2018	7	Jul	3	Saturday	5.080620826	5.878644883	5.548520143	3.953401533
7/22/2018	5.101480815	612177697.9	49725582.74	-1.806020931	0.612177698	0.049725583	2018	7	Jul	3	Sunday	5.074343552	5.829500909	5.554962847	3.939887941
7/23/2018	5.009085319	601090238.3	51863864.68	-1.811150522	0.601090238	0.051863865	2018	7	Jul	3	Monday	5.028125667	5.774574597	5.564438798	3.925809299
7/24/2018	4.923661152	590839338.3	83560436.54	-1.705384543	0.590839338	0.083560437	2018	7	Jul	3	Tuesday	4.987690847	5.713185423	5.573538877	3.89980446
7/25/2018	5.326839799	639220775.9	68352090.06	8.188594513	0.639220776	0.06835209	2018	7	Jul	3	Wednesday	5.052661442	5.663695391	5.58846206	4.236308478
7/26/2018	5.385135577	646216269.3	43553910.29	1.094378289	0.646216269	0.04355391	2018	7	Jul	3	Thursday	5.140642823	5.621899301	5.60588307	4.234791816
7/27/2018	5.45439565	654527478	60896052.99	1.286134238	0.654527478	0.060896053	2018	7	Jul	3	Friday	5.199415357	5.589065799	5.62465861	4.223435192
7/28/2018	5.658626941	679035232.9	25753522.75	3.744343168	0.679035233	0.025753523	2018	7	Jul	3	Saturday	5.265603608	5.564048123	5.642704081	4.292758392
7/29/2018	5.687387835	682486540.2	100126363.8	0.508266317	0.68248654	0.100126364	2018	7	Jul	3	Sunday	5.349304611	5.530557356	5.66002782	4.202356385
7/30/2018	5.603421454	672410574.5	49225287.49	-1.476361097	0.672410574	0.049225287	2018	7	Jul	3	Monday	5.434209773	5.490212875	5.67757489	4.183945331
7/31/2018	5.534387213	664126465.5	58007516.86	-1.232001586	0.664126466	0.058007517	2018	7	Jul	3	Tuesday	5.521456353	5.451747589	5.693442276	4.179014498
8/1/2018	5.493377989	659205358.7	47880772.72	-0.740989424	0.659205359	0.047880773	2018	8	Aug	3	Wednesday	5.545247523	5.405792535	5.706357973	4.1325907
8/2/2018	5.460005541	655200664.9	73317876.67	-0.607503222	0.655200665	0.073317877	2018	8	Aug	3	Thursday	5.555943232	5.384168192	5.717225651	3.631518126
8/3/2018	5.59525393	671430471.6	73500056.2	2.47707422	0.671430472	0.073500056	2018	8	Aug	3	Friday	5.576065843	5.358290248	5.729613723	3.566258029
8/4/2018	5.580778894	669693467.3	77576405.43	-0.258702034	0.669693467	0.077576405	2018	8	Aug	3	Saturday	5.564944694	5.346967095	5.743246039	3.333591535
8/5/2018	5.719797696	686375723.5	42676912.09	2.491028648	0.686375723	0.042676912	2018	8	Aug	3	Sunday	5.569574674	5.343869268	5.75719035	3.351694182
8/6/2018	5.67443825	680932590	46221852.47	-0.793025354	0.68093259	0.046221852	2018	8	Aug	3	Monday	5.57971993	5.348465435	5.769983672	3.234035764
8/7/2018	5.665248265	679829791.9	30612835.96	-0.161954078	0.679829792	0.030612836	2018	8	Aug	3	Tuesday	5.598414366	5.362754306	5.780988168	3.060707852
8/8/2018	5.205017096	624602051.5	67870006.33	-8.123759945	0.624602052	0.067870006	2018	8	Aug	3	Wednesday	5.557219953	5.354125038	5.785691913	3.32861209
8/9/2018	5.373301676	644796201.1	22423210.41	3.233122512	0.644796201	0.02242321	2018	8	Aug	3	Thursday	5.544833687	5.355188176	5.790143823	3.357547302
8/10/2018	5.421835054	650620206.5	66182310.74	0.903231968	0.650620206	0.066182311	2018	8	Aug	3	Friday	5.520059562	5.356102944	5.796458688	3.356750307
8/11/2018	5.61506033	673807239.6	90535103.21	3.563835385	0.67380724	0.090535103	2018	8	Aug	3	Saturday	5.52495691	5.364514772	5.802164576	3.413727536
8/12/2018	4.976190664	597142879.7	81748775.31	-11.3777881	0.59714288	0.081748775	2018	8	Aug	3	Sunday	5.418727334	5.348921781	5.800485827	4.004232943
8/13/2018	5.38289724	645947668.7	54185017.4	8.173050493	0.645947669	0.054185017	2018	8	Aug	3	Monday	5.377078618	5.347065672	5.798573434	4.287621578
8/14/2018	5.326180432	639141651.8	54401463.71	-1.053648351	0.639141652	0.054401464	2018	8	Aug	3	Tuesday	5.328640356	5.353090962	5.79788301	4.169137759
8/15/2018	5.539568185	664748182.2	26082260.4	4.00639363	0.664748182	0.02608226	2018	8	Aug	3	Wednesday	5.376433369	5.359989551	5.795445326	4.180140708
8/16/2018	5.28693364	634432036.8	70099539.66	-4.560545818	0.634432037	0.07009954	2018	8	Aug	3	Thursday	5.364095078	5.362663843	5.789880752	4.245616016
8/17/2018	5.390457582	646854909.8	83153929.89	1.958109347	0.64685491	0.08315393	2018	8	Aug	3	Friday	5.359612582	5.379944241	5.787304769	4.070803083
8/18/2018	5.141458907	616975068.9	36622780.37	-4.619249304	0.616975069	0.03662278	2018	8	Aug	3	Saturday	5.291955236	5.392350674	5.783340838	4.149581611
8/19/2018	4.988779017	598653482.1	48225193.24	-2.969583004	0.598653482	0.048225193	2018	8	Aug	3	Sunday	5.293753572	5.390543711	5.778637594	4.062201397
8/20/2018	5.357614986	642913798.3	84003580.05	7.393311416	0.642913798	0.08400358	2018	8	Aug	3	Monday	5.290141821	5.395953904	5.777186352	4.246904611
8/21/2018	5.28894597	634673516.4	85842421.28	-1.281708668	0.634673516	0.085842421	2018	8	Aug	3	Tuesday	5.284822613	5.402202743	5.773870487	4.239476288
8/22/2018	5.306879824	636825578.9	37688355.17	0.339081813	0.636825579	0.037688355	2018	8	Aug	3	Wednesday	5.251581418	5.412129226	5.772345605	4.222299732
8/23/2018	5.465493601	655859232.1	63007396.99	2.988833016	0.655859232	0.063007397	2018	8	Aug	3	Thursday	5.277089984	5.430190308	5.772825531	4.23315665
8/24/2018	5.544956484	665394778.1	35331915.81	1.453901319	0.665394778	0.035331916	2018	8	Aug	3	Friday	5.299161256	5.437460864	5.768998463	3.978804824
8/25/2018	5.548188378	665782605.3	28112971.24	0.058285282	0.665782605	0.028112971	2018	8	Aug	3	Saturday	5.357265466	5.442895957	5.760740809	3.975375986
8/26/2018	5.599034418	671884130.1	93616612.56	0.916444007	0.67188413	0.093616613	2018	8	Aug	3	Sunday	5.444444809	5.44771725	5.752036926	3.972392362
8/27/2018	6.130110853	735613302.4	94497547.25	9.485143257	0.735613302	0.094497547	2018	8	Aug	3	Monday	5.554801361	5.46343338	5.749346413	4.277331481
8/28/2018	6.082083826	729850059.1	88460883.93	-0.783460996	0.729850059	0.088460884	2018	8	Aug	3	Tuesday	5.668106769	5.476589913	5.746003484	4.282248843
8/29/2018	6.096941771	731633012.5	26230476.22	0.24429037	0.731633012	0.026230476	2018	8	Aug	3	Wednesday	5.780972761	5.49304059	5.741291666	4.268953709
8/30/2018	6.322821394	758738567.2	99582506.06	3.704802041	0.758738567	0.099582506	2018	8	Aug	3	Thursday	5.90344816	5.51932173	5.742213474	4.300080669
8/31/2018	6.571184709	788542165.1	65106211.83	3.928045722	0.788542165	0.065106212	2018	8	Aug	3	Friday	6.050052192	5.55524862	5.746822634	4.33663452
9/1/2018	6.851295971	822155516.5	58444910.23	4.262720869	0.822155517	0.05844491	2018	9	Sep	3	Saturday	6.23621042	5.601624968	5.759164694	4.377319953
9/2/2018	6.988065822	838567898.7	80147941.01	1.996262486	0.838567899	0.080147941	2018	9	Sep	3	Sunday	6.434643478	5.648052031	5.772207519	4.372046505
9/3/2018	6.636960243	796435229.2	32623889.77	-5.024359933	0.796435229	0.03262389	2018	9	Sep	3	Monday	6.507050534	5.683258076	5.779868694	4.498003047
9/4/2018	7.043567651	845228118.1	102101516.2	6.126410182	0.845228118	0.102101516	2018	9	Sep	3	Tuesday	6.644405366	5.727383741	5.793522845	4.596414864
9/5/2018	6.688147071	802577648.5	80171254.39	-5.046030613	0.802577649	0.080171254	2018	9	Sep	3	Wednesday	6.728863266	5.761174035	5.799253772	4.711377836
9/6/2018	6.729291596	807514991.6	42306365.81	0.615185713	0.807514992	0.042306366	2018	9	Sep	3	Thursday	6.786930438	5.796642146	5.808937465	4.708851101
9/7/2018	6.490097026	778811643.1	40956040.75	-3.554528247	0.778811643	0.040956041	2018	9	Sep	3	Friday	6.775346483	5.839478144	5.819868742	4.482612331
9/8/2018	6.434286363	772114363.5	40234754.55	-0.859935728	0.772114364	0.040234755	2018	9	Sep	3	Saturday	6.715773682	5.8748443	5.82983282	4.46940569
9/9/2018	6.479673124	777560774.9	28645561.72	0.705389201	0.777560775	0.028645562	2018	9	Sep	3	Sunday	6.643146153	5.910105569	5.837883359	4.469240746
9/10/2018	6.523114261	782773711.3	78696792.19	0.67042174	0.782773711	0.078696792	2018	9	Sep	3	Monday	6.626882442	5.940374034	5.842190356	4.436248671
9/11/2018	6.592973621	791156834.6	103516369.5	1.070951043	0.791156835	0.10351637	2018	9	Sep	3	Tuesday	6.562511866	5.994266799	5.848739183	3.816499519
9/12/2018	6.988570994	838628519.3	26919795.73	6.000287506	0.838628519	0.026919796	2018	9	Sep	3	Wednesday	6.605429569	6.047789257	5.85697854	3.694576983
9/13/2018	7.071603805	848592456.6	30447970.34	1.188122876	0.848592457	0.03044797	2018	9	Sep	3	Thursday	6.654331313	6.105970036	5.866483696	3.67550507
9/14/2018	6.958310745	834997289.4	82441314.1	-1.602084372	0.834997289	0.082441314	2018	9	Sep	3	Friday	6.721218988	6.153261455	5.875440607	3.660644112
9/15/2018	7.185470417	862256450	110661546.4	3.264580726	0.86225645	0.110661546	2018	9	Sep	3	Saturday	6.828530995	6.216546014	5.884706422	3.540344177
9/16/2018	7.486825071	898419008.5	62178381.87	4.193944679	0.898419008	0.062178382	2018	9	Sep	3	Sunday	6.972409845	6.286424931	5.895706284	3.582581348
9/17/2018	7.081522424	849782690.9	61145032.48	-5.413545035	0.849782691	0.061145032	2018	9	Sep	3	Monday	7.05218244	6.351093715	5.906850577	3.629410482
9/18/2018	7.205004605	864600552.6	87810197.93	1.743723642	0.864600553	0.087810198	2018	9	Sep	3	Tuesday	7.139615437	6.424967901	5.915509254	3.546643738
9/19/2018	7.360702569	883284308.3	55563482.3	2.16096967	0.883284308	0.055563482	2018	9	Sep	3	Wednesday	7.192777091	6.491737487	5.922112091	3.360043312
9/20/2018	7.224848103	866981772.4	28777729.38	-1.845672533	0.866981772	0.028777729	2018	9	Sep	3	Thursday	7.214669133	6.556267558	5.929323737	3.375476715
9/21/2018	7.581929212	909831505.4	107567033.5	4.942402987	0.909831505	0.107567033	2018	9	Sep	3	Friday	7.303757486	6.632102538	5.93960212	3.443653774
9/22/2018	7.485123706	898214844.7	94382610.07	-1.27679253	0.898214845	0.09438261	2018	9	Sep	3	Saturday	7.346565098	6.699423541	5.947599757	3.457547617
9/23/2018	7.471013108	896521573	89374881	-0.188515225	0.896521573	0.089374881	2018	9	Sep	3	Sunday	7.344306247	6.763625429	5.954927228	3.46492384
9/24/2018	7.367914421	884149730.5	105215670.6	-1.379982685	0.884149731	0.105215671	2018	9	Sep	3	Monday	7.385219389	6.824282963	5.963026074	3.489072469
9/25/2018	7.320808028	878496963.4	97537497.75	-0.639345001	0.878496963	0.097537498	2018	9	Sep	3	Tuesday	7.401762735	6.881675417	5.972819488	3.502021057
9/26/2018	6.957132887	834855946.4	45671494.64	-4.967691271	0.834855946	0.045671495	2018	9	Sep	3	Wednesday	7.344109924	6.909242818	5.978908107	3.275038674
9/27/2018	6.520799379	782495925.5	56572675.73	-6.271743183	0.782495926	0.056572676	2018	9	Sep	3	Thursday	7.243531534	6.92386667	5.977004646	3.493720152
9/28/2018	6.900138348	828016601.8	37371052.97	5.817369106	0.828016602	0.037371053	2018	9	Sep	3	Friday	7.14613284	6.950639889	5.977964452	3.636371855
9/29/2018	6.621744825	794609379	36220553.47	-4.034607841	0.794609379	0.036220553	2018	9	Sep	3	Saturday	7.022793	6.960604004	5.977224441	3.673849596
9/30/2018	6.317537967	758104556	84258385.81	-4.594058909	0.758104556	0.084258386	2018	9	Sep	3	Sunday	6.858010837	6.952149112	5.971063422	3.706529126
10/1/2018	5.753161992	690379439	91842566.39	-8.933479756	0.690379439	0.091842566	2018	10	Oct	4	Monday	6.627331918	6.915544646	5.967112602	3.950282224
10/2/2018	5.565990077	667918809.2	97200828.4	-3.253374664	0.667918809	0.097200828	2018	10	Oct	4	Tuesday	6.376643639	6.868142121	5.958161467	3.951955268
10/3/2018	5.239163632	628699635.8	66265981.55	-5.871847426	0.628699636	0.066265982	2018	10	Oct	4	Wednesday	6.13121946	6.821548901	5.950591357	3.986958177
10/4/2018	5.552113393	666253607.2	34706588.71	5.973277096	0.666253607	0.034706589	2018	10	Oct	4	Thursday	5.992835748	6.771833759	5.947695589	3.977994711
10/5/2018	5.736399674	688367960.8	29378196.37	3.319209596	0.688367961	0.029378196	2018	10	Oct	4	Friday	5.826587366	6.740108846	5.949916105	3.956914114
10/6/2018	5.53720112	664464134.4	84747162.09	-3.472536174	0.664464134	0.084747162	2018	10	Oct	4	Saturday	5.671652551	6.700372497	5.953256316	3.98978206
10/7/2018	6.011603767	721392452.1	71743040	8.567553119	0.721392452	0.07174304	2018	10	Oct	4	Sunday	5.627947665	6.684422721	5.959341968	4.280384766
10/8/2018	6.202716371	744325964.5	77554450.29	3.17906188	0.744325965	0.07755445	2018	10	Oct	4	Monday	5.692169719	6.676703722	5.968912066	4.321139356
10/9/2018	6.073517492	728822099	90210283.75	-2.082940301	0.728822099	0.090210284	2018	10	Oct	4	Tuesday	5.764673636	6.6631652	5.976457904	4.334706756
10/10/2018	5.451129271	654135512.5	74828698.55	-10.24757435	0.654135513	0.074828699	2018	10	Oct	4	Wednesday	5.794954441	6.627432367	5.977440391	4.707921181
10/11/2018	5.925335451	711040254.2	92531216.61	8.699228299	0.711040254	0.092531217	2018	10	Oct	4	Thursday	5.848271878	6.605177762	5.98278878	4.992454904
10/12/2018	5.558594836	667031380.4	24510514.08	-6.189364604	0.66703138	0.024510514	2018	10	Oct	4	Friday	5.822871187	6.55751189	5.984122273	4.963507362
10/13/2018	5.161012967	619321556.1	74134323.96	-7.152560683	0.619321556	0.074134324	2018	10	Oct	4	Saturday	5.769130022	6.493825529	5.984295509	5.089541444
10/14/2018	5.331059659	639727159.1	84509448.84	3.294831702	0.639727159	0.084509449	2018	10	Oct	4	Sunday	5.671909435	6.439583826	5.984278277	5.145086498
10/15/2018	5.827357418	699282890.2	44989207.44	9.309551774	0.69928289	0.044989207	2018	10	Oct	4	Monday	5.618286728	6.394313392	5.991174416	5.419026108
10/16/2018	6.10596059	732715270.8	78293317.86	4.78095219	0.732715271	0.078293318	2018	10	Oct	4	Tuesday	5.622921456	6.348284576	6.004884583	5.437787678
10/17/2018	6.190762753	742891530.4	50293346.28	1.388842291	0.74289153	0.050293346	2018	10	Oct	4	Wednesday	5.728583382	6.318592587	6.020678992	5.36869874
10/18/2018	6.283886807	754066416.8	109306849.6	1.504242003	0.754066417	0.10930685	2018	10	Oct	4	Thursday	5.779805004	6.287888661	6.034466758	5.365720814
10/19/2018	6.444115423	773293850.7	26300364.69	2.549832945	0.773293851	0.026300365	2018	10	Oct	4	Friday	5.906307945	6.257335756	6.048342382	5.372375111
10/20/2018	6.582840957	789940914.8	78658478.18	2.152747509	0.789940915	0.078658478	2018	10	Oct	4	Saturday	6.109426229	6.235935518	6.064801939	5.382359942
10/21/2018	6.596596005	791591520.6	39564081.14	0.208953075	0.791591521	0.039564081	2018	10	Oct	4	Sunday	6.290217136	6.203091077	6.082440947	5.296034322
10/22/2018	6.563061622	787567394.7	90937591.21	-0.508358906	0.787567395	0.090937591	2018	10	Oct	4	Monday	6.395317737	6.172355675	6.100656508	5.293139828
10/23/2018	6.485587617	778270514	39774941.98	-1.180455244	0.778270514	0.039774942	2018	10	Oct	4	Tuesday	6.449550169	6.139508158	6.113531484	5.295507931
10/24/2018	6.233538198	748024583.7	43569433.49	-3.886300426	0.748024584	0.043569433	2018	10	Oct	4	Wednesday	6.455660947	6.101695618	6.122958179	5.332214103
10/25/2018	6.105111476	732613377.1	65440321.65	-2.060254028	0.732613377	0.065440322	2018	10	Oct	4	Thursday	6.430121614	6.061172399	6.130188355	5.340551953
10/26/2018	5.650273771	678032852.5	94775563.66	-7.450113023	0.678032853	0.094775564	2018	10	Oct	4	Friday	6.316715664	6.017610429	6.130095542	5.431179521
10/27/2018	5.573094693	668771363.1	37053762.01	-1.365935194	0.668771363	0.037053762	2018	10	Oct	4	Saturday	6.172466197	5.986020272	6.128825618	5.325735986
10/28/2018	5.304038912	636484669.4	30111327.54	-4.827762601	0.636484669	0.030111328	2018	10	Oct	4	Sunday	5.987815184	5.932816958	6.125499146	5.252389773
10/29/2018	5.024197702	602903724.3	72997906.75	-5.276002195	0.602903724	0.072997907	2018	10	Oct	4	Monday	5.767977481	5.879565387	6.119830373	5.284039876
10/30/2018	5.009212082	601105449.9	54144179	-0.298268911	0.60110545	0.054144179	2018	10	Oct	4	Tuesday	5.557066691	5.835954524	6.114450752	5.235120762
10/31/2018	5.241718171	629006180.5	87692401.93	4.641570061	0.62900618	0.087692402	2018	10	Oct	4	Wednesday	5.415378115	5.818906397	6.112025337	5.077653002
11/1/2018	5.381371417	645764570	30734355.48	2.664264688	0.64576457	0.030734355	2018	11	Nov	4	Thursday	5.311986678	5.812752442	6.109648865	5.069284932
11/2/2018	5.000571046	600068525.5	64514175.57	-7.076269995	0.600068526	0.064514176	2018	11	Nov	4	Friday	5.219172003	5.804799355	6.103202111	5.121986774
11/3/2018	4.755303005	570636360.6	33065807.83	-4.904800646	0.570636361	0.033065808	2018	11	Nov	4	Saturday	5.102344619	5.778239009	6.092485503	5.067240037
11/4/2018	4.884397904	586127748.5	28609628.91	2.714756541	0.586127749	0.028609629	2018	11	Nov	4	Sunday	5.042395904	5.74983895	6.083707277	5.053162454
11/5/2018	4.644850998	557382119.8	62433223.93	-4.904328251	0.55738212	0.062433224	2018	11	Nov	4	Monday	4.988203518	5.720093946	6.07236953	5.089706961
11/6/2018	4.552339581	546280749.8	55306640.01	-1.991698265	0.54628075	0.05530664	2018	11	Nov	4	Tuesday	4.922936018	5.671451807	6.065117557	4.800908427
11/7/2018	4.601405009	552168601.1	66580100.64	1.077806849	0.552168601	0.066580101	2018	11	Nov	4	Wednesday	4.831462709	5.618074761	6.056540928	4.755813037
11/8/2018	4.376255776	525150693.2	35256259.18	-4.893054019	0.525150693	0.035256259	2018	11	Nov	4	Thursday	4.68787476	5.561499371	6.04492338	4.80770358
11/9/2018	4.344095506	521291460.7	43661599.72	-0.73488096	0.521291461	0.0436616	2018	11	Nov	4	Friday	4.59409254	5.524598245	6.030801549	4.477343417
